objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
japan_m_00127,,Mae Murphy,2023:09:30 19:22:28,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00127.jpg,,,,
japan_m_00128,,Mae Murphy,2023:09:30 19:23:44,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00128.jpg,,,,
japan_m_00129,,Mae Murphy,2023:10:01 11:16:20,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00129.jpg,,,,
japan_m_00130,,Mae Murphy,2023:10:01 12:49:08,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00130.jpg,,,,
japan_m_00131,,Mae Murphy,2023:10:01 12:49:59,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00131.jpg,,,,
japan_m_00132,,Mae Murphy,2023:10:01 13:33:31,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00132.jpg,,,,
japan_m_00133,,Mae Murphy,2023:10:01 13:33:59,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00133.jpg,,,,
japan_m_00134,,Mae Murphy,2023:10:01 13:35:33,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00134.jpg,,,,
japan_m_00135,,Mae Murphy,2023:10:01 13:47:29,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00135.jpg,,,,
japan_m_00136,,Mae Murphy,2023:10:01 13:48:28,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00136.jpg,,,,
japan_m_00137,,Mae Murphy,2023:10:01 13:53:56,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00137.jpg,,,,
japan_m_00138,,Mae Murphy,2023:10:01 14:55:09,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00138.jpg,,,,
japan_m_00139,,Mae Murphy,2023:10:01 14:58:59,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00139.jpg,,,,
japan_m_00140,,Mae Murphy,2023:10:01 19:24:47,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00140.jpg,,,,
japan_m_00141,,Mae Murphy,2023:10:01 19:50:47,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00141.jpg,,,,
japan_m_00142,,Mae Murphy,2023:10:01 19:51:33,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00142.jpg,,,,
japan_m_00143,,Mae Murphy,2023:10:01 19:54:51,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00143.jpg,,,,
japan_m_00144,,Mae Murphy,2023:10:01 20:43:28,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00144.jpg,,,,
japan_m_00145,,Mae Murphy,2023:10:02 11:53:11,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00145.jpg,,,,
japan_m_00146,,Mae Murphy,2023:10:02 11:53:35,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00146.jpg,,,,
japan_m_00147,,Mae Murphy,2023:10:02 11:56:29,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00147.jpg,,,,
japan_m_00148,,Mae Murphy,2023:10:02 12:56:21,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00148.jpg,,,,
japan_m_00149,,Mae Murphy,2023:10:02 13:15:39,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00149.jpg,,,,
japan_m_00150,,Mae Murphy,2023:10:02 13:15:58,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00150.jpg,,,,
japan_m_00151,,Mae Murphy,2023:10:02 13:18:30,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00151.jpg,,,,
japan_m_00152,,Mae Murphy,2023:10:02 14:17:01,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00152.jpg,,,,
japan_m_00153,,Mae Murphy,2023:10:02 15:25:08,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00153.jpg,,,,
japan_m_00154,,Mae Murphy,2023:10:02 15:28:55,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00154.jpg,,,,
japan_m_00155,,Mae Murphy,2023:10:02 15:36:48,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00155.jpg,,,,
japan_m_00156,,Mae Murphy,2023:10:02 17:15:28,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00156.jpg,,,,
japan_m_00157,,Mae Murphy,2023:10:02 17:15:30,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00157.jpg,,,,
japan_m_00158,,Mae Murphy,2023:10:02 17:15:53,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00158.jpg,,,,
japan_m_00159,,Mae Murphy,2023:10:02 17:15:59,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00159.jpg,,,,
japan_m_00160,,Mae Murphy,2023:10:02 17:38:29,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00160.jpg,,,,
japan_m_00161,,Mae Murphy,2023:10:02 17:51:29,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00161.jpg,,,,
japan_m_00162,,Mae Murphy,2023:10:02 17:52:52,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00162.jpg,,,,
japan_m_00163,,Mae Murphy,2023:10:02 17:58:18,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00163.jpg,,,,
japan_m_00164,,Mae Murphy,2023:10:02 17:59:56,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00164.jpg,,,,
japan_m_00165,,Mae Murphy,2023:10:02 18:01:21,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00165.jpg,,,,
japan_m_00166,,Mae Murphy,2023:10:02 18:10:52,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00166.jpg,,,,
japan_m_00167,,Mae Murphy,2023:10:02 18:13:24,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00167.jpg,,,,
japan_m_00168,,Mae Murphy,2023:10:02 18:14:23,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00168.jpg,,,,
japan_m_00169,,Mae Murphy,2023:10:02 18:15:12,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00169.jpg,,,,
japan_m_00170,,Mae Murphy,2023:10:02 18:16:33,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00170.jpg,,,,
japan_m_00171,,Mae Murphy,2023:10:02 18:19:56,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00171.jpg,,,,
japan_m_00172,,Mae Murphy,2023:10:02 18:22:00,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00172.jpg,,,,
japan_m_00173,,Mae Murphy,2023:10:02 19:57:40,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00173.jpg,,,,
japan_m_00174,,Mae Murphy,2023:10:02 19:58:12,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00174.jpg,,,,
japan_m_00175,,Mae Murphy,2023:10:03 09:50:43,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00175.jpg,,,,
japan_m_00176,,Mae Murphy,2023:10:03 09:53:47,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00176.jpg,,,,
japan_m_00177,,Mae Murphy,2023:10:03 10:09:01,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00177.jpg,,,,
japan_m_00178,,Mae Murphy,2023:10:03 10:10:15,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00178.jpg,,,,
japan_m_00179,,Mae Murphy,2023:10:03 10:12:14,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00179.jpg,,,,
japan_m_00180,,Mae Murphy,2023:10:03 10:13:17,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00180.jpg,,,,
japan_m_00181,,Mae Murphy,2023:10:03 10:23:02,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00181.jpg,,,,
japan_m_00182,,Mae Murphy,2023:10:03 10:25:55,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00182.jpg,,,,
japan_m_00183,,Mae Murphy,2023:10:03 10:28:51,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00183.jpg,,,,
japan_m_00184,,Mae Murphy,2023:10:03 10:30:00,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00184.jpg,,,,
japan_m_00185,,Mae Murphy,2023:10:03 10:31:10,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00185.jpg,,,,
japan_m_00186,,Mae Murphy,2023:10:03 10:37:25,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00186.jpg,,,,
japan_m_00187,,Mae Murphy,2023:10:03 10:37:56,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00187.jpg,,,,
japan_m_00188,,Mae Murphy,2023:10:03 11:41:19,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00188.jpg,,,,
japan_m_00189,,Mae Murphy,2023:10:03 17:39:49,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00189.jpg,,,,
japan_m_00190,,Mae Murphy,2023:10:03 17:40:14,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00190.jpg,,,,
japan_m_00191,,Mae Murphy,2023:09:29 17:55:26,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00191.jpg,,,,
japan_m_00192,,Mae Murphy,2023:10:03 20:52:44,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00192.jpg,,,,
japan_m_00193,,Mae Murphy,2023:10:03 20:56:41,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00193.jpg,,,,
japan_m_00194,,Mae Murphy,2023:10:03 20:57:30,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00194.jpg,,,,
japan_m_00195,,Mae Murphy,2023:10:04 09:58:57,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00195.jpg,,,,
japan_m_00196,,Mae Murphy,2023:10:04 09:59:31,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00196.jpg,,,,
japan_m_00197,,Mae Murphy,2023:10:04 10:00:05,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00197.jpg,,,,
japan_m_00198,,Mae Murphy,2023:10:04 10:26:02,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00198.jpg,,,,
japan_m_00199,,Mae Murphy,2023:10:04 10:27:03,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00199.jpg,,,,
japan_m_00200,,Mae Murphy,2023:10:04 10:28:52,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00200.jpg,,,,
japan_m_00201,,Mae Murphy,2023:10:04 10:29:32,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00201.jpg,,,,
japan_m_00202,,Mae Murphy,2023:10:04 11:04:27,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00202.jpg,,,,
japan_m_00203,,Mae Murphy,2023:10:04 11:19:29,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00203.jpg,,,,
japan_m_00204,,Mae Murphy,2023:10:04 11:20:16,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00204.jpg,,,,
japan_m_00205,,Mae Murphy,2023:10:04 11:21:02,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00205.jpg,,,,
japan_m_00206,,Mae Murphy,2023:10:04 11:21:25,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00206.jpg,,,,
japan_m_00207,,Mae Murphy,2023:10:04 11:55:01,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00207.jpg,,,,
japan_m_00208,,Mae Murphy,2023:10:04 12:08:56,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00208.jpg,,,,
japan_m_00209,,Mae Murphy,2023:10:04 14:30:58,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00209.jpg,,,,
japan_m_00210,,Mae Murphy,2023:10:04 14:35:50,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00210.jpg,,,,
japan_m_00211,,Mae Murphy,2023:10:04 14:54:54,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00211.jpg,,,,
japan_m_00212,,Mae Murphy,2023:10:04 14:56:01,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00212.jpg,,,,
japan_m_00213,,Mae Murphy,2023:10:04 15:02:33,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00213.jpg,,,,
japan_m_00214,,Mae Murphy,2023:10:04 15:03:18,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00214.jpg,,,,
japan_m_00215,,Mae Murphy,2023:10:04 15:03:25,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00215.jpg,,,,
japan_m_00216,,Mae Murphy,2023:10:04 15:11:39,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00216.jpg,,,,
japan_m_00217,,Mae Murphy,2023:10:04 15:12:47,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00217.jpg,,,,
japan_m_00218,,Mae Murphy,2023:10:04 15:40:31,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00218.jpg,,,,
japan_m_00219,,Mae Murphy,2023:10:04 15:41:20,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00219.jpg,,,,
japan_m_00220,,Mae Murphy,2023:10:04 17:12:59,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00220.jpg,,,,
japan_m_00221,,Mae Murphy,2023:10:04 17:15:57,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00221.jpg,,,,
japan_m_00222,,Mae Murphy,2023:10:04 17:21:12,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00222.jpg,,,,
japan_m_00223,,Mae Murphy,2023:10:04 18:11:44,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00223.jpg,,,,
japan_m_00224,,Mae Murphy,2023:10:04 19:45:00,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00224.jpg,,,,
japan_m_00225,,Mae Murphy,2023:10:04 20:09:30,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00225.jpg,,,,
japan_m_00226,,Mae Murphy,2023:10:04 20:32:03,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00226.jpg,,,,
japan_m_00227,,Mae Murphy,2023:10:04 20:32:14,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00227.jpg,,,,
japan_m_00228,,Mae Murphy,2023:10:04 20:47:42,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00228.jpg,,,,
japan_m_00229,,Mae Murphy,2023:10:04 20:50:47,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00229.jpg,,,,
japan_m_00230,,Mae Murphy,2023:10:05 12:36:43,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00230.jpg,,,,
japan_m_00231,,Mae Murphy,2023:10:05 12:49:29,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00231.jpg,,,,
japan_m_00232,,Mae Murphy,2023:10:05 12:49:32,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00232.jpg,,,,
japan_m_00233,,Mae Murphy,2023:10:05 13:06:22,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00233.jpg,,,,
japan_m_00234,,Mae Murphy,2023:10:05 16:23:58,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00234.jpg,,,,
japan_m_00235,,Mae Murphy,2023:10:05 16:29:33,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00235.jpg,,,,
japan_m_00236,,Mae Murphy,2023:10:05 16:40:01,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00236.jpg,,,,
japan_m_00237,,Mae Murphy,2023:10:05 16:40:45,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00237.jpg,,,,
japan_m_00238,,Mae Murphy,2023:10:05 16:42:35,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00238.jpg,,,,
japan_m_00239,,Mae Murphy,2023:10:05 16:44:06,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00239.jpg,,,,
japan_m_00240,,Mae Murphy,2023:10:05 16:44:40,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00240.jpg,,,,
japan_m_00241,,Mae Murphy,2023:10:05 16:46:31,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00241.jpg,,,,
japan_m_00242,,Mae Murphy,2023:10:05 16:47:54,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00242.jpg,,,,
japan_m_00243,,Mae Murphy,2023:10:05 16:54:14,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00243.jpg,,,,
japan_m_00244,,Mae Murphy,2023:10:05 16:54:55,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00244.jpg,,,,
japan_m_00245,,Mae Murphy,2023:10:05 16:55:19,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00245.jpg,,,,
japan_m_00246,,Mae Murphy,2023:10:05 16:57:06,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00246.jpg,,,,
japan_m_00247,,Mae Murphy,2023:10:05 17:07:52,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00247.jpg,,,,
japan_m_00248,,Mae Murphy,2023:10:05 17:09:07,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00248.jpg,,,,
japan_m_00249,,Mae Murphy,2023:10:05 17:10:16,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00249.jpg,,,,
japan_m_00250,,Mae Murphy,2023:10:05 17:11:17,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00250.jpg,,,,
japan_m_00251,,Mae Murphy,2023:10:05 17:11:28,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00251.jpg,,,,
japan_m_00252,,Mae Murphy,2023:10:05 17:12:29,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00252.jpg,,,,
japan_m_00253,,Mae Murphy,2023:10:05 17:13:52,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00253.jpg,,,,
japan_m_00254,,Mae Murphy,2023:10:05 17:15:55,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00254.jpg,,,,
japan_m_00255,,Mae Murphy,2023:10:05 17:24:57,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00255.jpg,,,,
japan_m_00256,,Mae Murphy,2023:10:05 17:25:30,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00256.jpg,,,,
japan_m_00257,,Mae Murphy,2023:10:05 17:30:02,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00257.jpg,,,,
japan_m_00258,,Mae Murphy,2023:10:06 09:04:23,,,,,,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan_m_00258.jpg,,,,
